time (s),in (V),out (V),phi1 (V),phi2 (V),I1.nphi22 (V),I1.nphi21 (V),I1.nphi20 (V),I1.phi22 (V),I1.phi21 (V),I1.phi20 (V),I1.nphi1 (V),I1.a2 (V),I1.a1 (V),I1.a0 (V),I1.a (V),I1.bb (V)
617.4E-9,100.0E-3,15.52E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.843E-3,1.165E-3,692.3E-6,767.3E-6,-84.28E-3
617.4E-9,100.0E-3,15.56E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.846E-3,1.167E-3,693.4E-6,768.5E-6,-84.27E-3
617.4E-9,100.0E-3,15.60E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.849E-3,1.169E-3,694.3E-6,769.5E-6,-84.26E-3
617.5E-9,100.0E-3,15.64E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.851E-3,1.171E-3,695.2E-6,770.6E-6,-84.26E-3
617.5E-9,100.0E-3,15.68E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.854E-3,1.173E-3,696.3E-6,771.8E-6,-84.25E-3
617.5E-9,100.0E-3,15.73E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.858E-3,1.175E-3,697.6E-6,773.2E-6,-84.24E-3
617.6E-9,100.0E-3,15.79E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.862E-3,1.178E-3,699.1E-6,774.9E-6,-84.23E-3
617.6E-9,100.0E-3,15.87E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.867E-3,1.181E-3,700.9E-6,777.0E-6,-84.22E-3
617.7E-9,100.0E-3,15.96E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.874E-3,1.185E-3,703.3E-6,779.6E-6,-84.21E-3
617.7E-9,100.0E-3,16.09E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.882E-3,1.191E-3,706.4E-6,783.1E-6,-84.19E-3
617.8E-9,100.0E-3,16.17E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.888E-3,1.195E-3,708.4E-6,785.3E-6,-84.18E-3
617.9E-9,100.0E-3,16.25E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.893E-3,1.198E-3,710.4E-6,787.6E-6,-84.16E-3
617.9E-9,100.0E-3,16.32E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.898E-3,1.201E-3,712.0E-6,789.4E-6,-84.15E-3
617.9E-9,100.0E-3,16.37E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.901E-3,1.204E-3,713.3E-6,790.8E-6,-84.15E-3
618.0E-9,100.0E-3,16.43E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.905E-3,1.206E-3,714.7E-6,792.4E-6,-84.14E-3
618.0E-9,100.0E-3,16.49E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.910E-3,1.209E-3,716.3E-6,794.2E-6,-84.13E-3
618.0E-9,100.0E-3,16.56E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.914E-3,1.212E-3,717.9E-6,796.0E-6,-84.12E-3
618.1E-9,100.0E-3,16.62E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.918E-3,1.215E-3,719.5E-6,797.8E-6,-84.11E-3
618.1E-9,100.0E-3,16.69E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.923E-3,1.218E-3,721.2E-6,799.7E-6,-84.10E-3
618.2E-9,100.0E-3,16.78E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.929E-3,1.222E-3,723.2E-6,801.9E-6,-84.08E-3
618.2E-9,100.0E-3,16.87E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.935E-3,1.226E-3,725.6E-6,804.6E-6,-84.07E-3
618.3E-9,100.0E-3,16.99E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.943E-3,1.231E-3,728.4E-6,807.8E-6,-84.05E-3
618.4E-9,100.0E-3,17.13E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.953E-3,1.238E-3,731.8E-6,811.6E-6,-84.03E-3
618.5E-9,100.0E-3,17.30E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.964E-3,1.245E-3,735.9E-6,816.2E-6,-84.00E-3
618.6E-9,100.0E-3,17.50E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.978E-3,1.254E-3,740.7E-6,821.6E-6,-83.97E-3
618.8E-9,100.0E-3,17.74E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.994E-3,1.264E-3,746.5E-6,828.1E-6,-83.93E-3
618.9E-9,100.0E-3,18.03E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.013E-3,1.277E-3,753.4E-6,835.8E-6,-83.89E-3
619.1E-9,100.0E-3,18.37E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.036E-3,1.292E-3,761.6E-6,845.0E-6,-83.84E-3
619.4E-9,100.0E-3,18.79E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.064E-3,1.310E-3,771.6E-6,856.2E-6,-83.77E-3
619.7E-9,100.0E-3,19.32E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.099E-3,1.333E-3,784.0E-6,870.1E-6,-83.69E-3
620.1E-9,100.0E-3,20.03E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.146E-3,1.363E-3,800.6E-6,888.7E-6,-83.58E-3
620.7E-9,100.0E-3,21.22E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.225E-3,1.414E-3,828.4E-6,919.8E-6,-83.40E-3
621.4E-9,100.0E-3,22.54E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.311E-3,1.469E-3,858.5E-6,953.6E-6,-83.20E-3
622.1E-9,100.0E-3,23.92E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.401E-3,1.526E-3,889.9E-6,988.7E-6,-82.99E-3
622.9E-9,100.0E-3,25.62E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.511E-3,1.595E-3,928.2E-6,1.032E-3,-82.73E-3
623.6E-9,100.0E-3,27.17E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.610E-3,1.658E-3,963.0E-6,1.070E-3,-82.50E-3
624.5E-9,100.0E-3,29.06E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.731E-3,1.734E-3,1.005E-3,1.118E-3,-82.21E-3
625.5E-9,100.0E-3,31.60E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.892E-3,1.835E-3,1.061E-3,1.180E-3,-81.83E-3
627.0E-9,100.0E-3,35.21E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,3.120E-3,1.978E-3,1.141E-3,1.270E-3,-81.28E-3
628.6E-9,100.0E-3,39.64E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,3.398E-3,2.152E-3,1.240E-3,1.379E-3,-80.62E-3
630.4E-9,100.0E-3,45.07E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,3.741E-3,2.367E-3,1.363E-3,1.516E-3,-79.80E-3
632.5E-9,100.0E-3,51.97E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,4.180E-3,2.645E-3,1.523E-3,1.694E-3,-78.76E-3
634.8E-9,100.0E-3,60.76E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,4.749E-3,3.008E-3,1.736E-3,1.930E-3,-77.42E-3
637.1E-9,100.0E-3,70.69E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,5.405E-3,3.430E-3,1.985E-3,2.206E-3,-75.90E-3
639.4E-9,100.0E-3,81.72E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,6.147E-3,3.911E-3,2.270E-3,2.521E-3,-74.20E-3
641.6E-9,100.0E-3,94.35E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,6.998E-3,4.460E-3,2.591E-3,2.878E-3,-72.26E-3
644.0E-9,100.0E-3,109.6E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,7.997E-3,5.092E-3,2.950E-3,3.279E-3,-69.93E-3
647.0E-9,100.0E-3,130.8E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,9.268E-3,5.860E-3,3.358E-3,3.741E-3,-66.81E-3
650.9E-9,100.0E-3,163.1E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,10.89E-3,6.752E-3,3.774E-3,4.225E-3,-62.28E-3
654.1E-9,100.0E-3,191.6E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,12.02E-3,7.280E-3,3.967E-3,4.461E-3,-58.52E-3
656.9E-9,100.0E-3,218.1E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,12.84E-3,7.591E-3,4.039E-3,4.561E-3,-55.18E-3
659.7E-9,100.0E-3,246.0E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,13.48E-3,7.767E-3,4.040E-3,4.578E-3,-51.82E-3
662.7E-9,100.0E-3,275.5E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,13.95E-3,7.821E-3,3.982E-3,4.526E-3,-48.40E-3
665.9E-9,100.0E-3,307.6E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,14.25E-3,7.758E-3,3.872E-3,4.412E-3,-44.81E-3
669.5E-9,100.0E-3,342.6E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,14.36E-3,7.574E-3,3.713E-3,4.239E-3,-41.02E-3
673.4E-9,100.0E-3,380.8E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,14.24E-3,7.268E-3,3.504E-3,4.008E-3,-37.03E-3
677.9E-9,100.0E-3,422.1E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,13.86E-3,6.837E-3,3.248E-3,3.720E-3,-32.84E-3
683.1E-9,100.0E-3,466.8E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,13.19E-3,6.279E-3,2.944E-3,3.376E-3,-28.47E-3
689.2E-9,100.0E-3,515.1E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,12.19E-3,5.589E-3,2.589E-3,2.972E-3,-23.88E-3
696.5E-9,100.0E-3,566.9E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,10.81E-3,4.767E-3,2.183E-3,2.509E-3,-19.12E-3
704.5E-9,100.0E-3,615.1E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,9.254E-3,3.936E-3,1.785E-3,2.053E-3,-14.83E-3
713.4E-9,100.0E-3,659.2E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,7.600E-3,3.123E-3,1.404E-3,1.616E-3,-11.01E-3
723.1E-9,100.0E-3,697.5E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,5.978E-3,2.379E-3,1.060E-3,1.222E-3,-7.798E-3
732.8E-9,100.0E-3,727.0E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,4.596E-3,1.777E-3,786.3E-6,906.5E-6,-5.396E-3
742.4E-9,100.0E-3,749.0E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,3.467E-3,1.306E-3,573.3E-6,661.5E-6,-3.646E-3
752.1E-9,100.0E-3,765.4E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.554E-3,937.2E-6,407.9E-6,471.2E-6,-2.375E-3
762.1E-9,100.0E-3,777.7E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.822E-3,649.6E-6,279.8E-6,323.6E-6,-1.458E-3
772.6E-9,100.0E-3,786.6E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.243E-3,427.5E-6,181.7E-6,210.5E-6,-812.6E-6
783.9E-9,100.0E-3,792.9E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,794.6E-6,260.4E-6,108.5E-6,126.0E-6,-379.2E-6
796.1E-9,100.0E-3,797.0E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,461.4E-6,139.8E-6,56.33E-6,65.77E-6,-112.2E-6
809.6E-9,100.0E-3,799.5E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,227.2E-6,58.46E-6,21.73E-6,25.70E-6,27.39E-6
824.6E-9,100.0E-3,800.6E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,76.31E-6,9.137E-6,1.348E-6,2.001E-6,74.77E-6
841.6E-9,100.0E-3,800.9E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,-7.777E-6,-15.27E-6,-8.151E-6,-9.131E-6,61.65E-6
861.5E-9,100.0E-3,800.7E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,-41.70E-6,-21.87E-6,-10.03E-6,-11.44E-6,15.92E-6
881.5E-9,100.0E-3,800.2E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,-42.44E-6,-18.22E-6,-7.792E-6,-8.953E-6,-31.54E-6
901.5E-9,100.0E-3,799.8E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,-31.20E-6,-11.84E-6,-4.659E-6,-5.385E-6,-67.63E-6
921.5E-9,100.0E-3,799.5E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,-18.70E-6,-6.154E-6,-2.025E-6,-2.366E-6,-90.38E-6
941.5E-9,100.0E-3,799.4E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,-9.043E-6,-2.214E-6,-259.9E-9,-334.5E-9,-102.4E-6
961.5E-9,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,-2.925E-6,70.12E-9,731.9E-9,811.3E-9,-107.5E-6
981.5E-9,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,327.1E-9,1.164E-6,1.187E-6,1.340E-6,-108.8E-6
1.001E-6,100.0E-3,799.2E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.703E-6,1.544E-6,1.331E-6,1.509E-6,-108.3E-6
1.021E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,2.046E-6,1.569E-6,1.325E-6,1.504E-6,-107.3E-6
1.041E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.928E-6,1.459E-6,1.266E-6,1.438E-6,-106.4E-6
1.061E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.674E-6,1.328E-6,1.203E-6,1.367E-6,-105.8E-6
1.081E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.436E-6,1.223E-6,1.156E-6,1.312E-6,-105.4E-6
1.101E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.265E-6,1.155E-6,1.125E-6,1.277E-6,-105.2E-6
1.121E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.162E-6,1.118E-6,1.109E-6,1.258E-6,-105.1E-6
1.141E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.110E-6,1.101E-6,1.102E-6,1.250E-6,-105.1E-6
1.161E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.090E-6,1.096E-6,1.101E-6,1.248E-6,-105.1E-6
1.181E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.087E-6,1.096E-6,1.101E-6,1.249E-6,-105.2E-6
1.201E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.090E-6,1.099E-6,1.102E-6,1.250E-6,-105.2E-6
1.221E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.095E-6,1.101E-6,1.103E-6,1.251E-6,-105.2E-6
1.241E-6,100.0E-3,799.3E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.100E-6,1.103E-6,1.104E-6,1.252E-6,-105.2E-6
1.261E-6,100.0E-3,799.2E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.103E-6,1.104E-6,1.105E-6,1.253E-6,-105.2E-6
1.281E-6,100.0E-3,799.2E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.104E-6,1.105E-6,1.105E-6,1.253E-6,-105.2E-6
1.301E-6,100.0E-3,799.2E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.105E-6,1.105E-6,1.105E-6,1.253E-6,-105.2E-6
1.321E-6,100.0E-3,799.2E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.105E-6,1.105E-6,1.105E-6,1.253E-6,-105.2E-6
1.341E-6,100.0E-3,799.2E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.105E-6,1.105E-6,1.105E-6,1.253E-6,-105.2E-6
1.361E-6,100.0E-3,799.2E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.105E-6,1.105E-6,1.105E-6,1.253E-6,-105.2E-6
1.381E-6,100.0E-3,799.2E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.105E-6,1.105E-6,1.105E-6,1.253E-6,-105.2E-6
1.400E-6,100.0E-3,799.2E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.105E-6,1.105E-6,1.105E-6,1.253E-6,-105.2E-6
1.401E-6,100.0E-3,799.2E-3,0.000,993.0E-3,-49.60E-6,-49.60E-6,-49.60E-6,1.250,1.250,1.250,1.250,581.2E-9,603.6E-9,642.9E-9,146.6E-9,-105.8E-6
1.402E-6,100.0E-3,799.2E-3,0.000,980.7E-3,-46.99E-6,-46.99E-6,-46.99E-6,1.250,1.250,1.250,1.250,413.4E-9,485.8E-9,602.9E-9,-873.4E-9,-106.0E-6
1.403E-6,100.0E-3,799.2E-3,0.000,974.4E-3,-11.68E-6,-11.68E-6,-11.68E-6,1.250,1.250,1.250,1.250,453.6E-9,548.2E-9,693.5E-9,-1.179E-6,-106.0E-6
1.403E-6,100.0E-3,799.2E-3,0.000,968.6E-3,16.10E-6,16.10E-6,16.10E-6,1.250,1.250,1.250,1.250,504.5E-9,616.4E-9,779.2E-9,-1.408E-6,-105.9E-6
1.404E-6,100.0E-3,799.2E-3,0.000,957.9E-3,73.62E-6,73.62E-6,73.62E-6,1.250,1.250,1.250,1.250,594.4E-9,730.3E-9,907.7E-9,-1.752E-6,-105.9E-6
1.406E-6,100.0E-3,799.2E-3,0.000,941.0E-3,196.7E-6,196.7E-6,196.7E-6,1.250,1.250,1.250,1.250,708.5E-9,865.5E-9,1.036E-6,-2.164E-6,-105.8E-6
1.409E-6,100.0E-3,799.2E-3,0.000,908.7E-3,593.3E-6,593.3E-6,593.3E-6,1.250,1.250,1.250,1.250,858.3E-9,1.021E-6,1.142E-6,-2.668E-6,-105.8E-6
1.411E-6,100.0E-3,799.2E-3,0.000,892.8E-3,901.9E-6,901.9E-6,901.9E-6,1.250,1.250,1.250,1.250,910.2E-9,1.064E-6,1.155E-6,-2.818E-6,-105.7E-6
1.414E-6,100.0E-3,799.2E-3,0.000,861.3E-3,1.856E-3,1.856E-3,1.856E-3,1.250,1.250,1.250,1.250,986.5E-9,1.115E-6,1.157E-6,-3.026E-6,-105.7E-6
1.416E-6,100.0E-3,799.2E-3,0.000,839.0E-3,2.910E-3,2.910E-3,2.910E-3,1.250,1.250,1.250,1.250,1.025E-6,1.133E-6,1.153E-6,-3.134E-6,-105.7E-6
1.418E-6,100.0E-3,799.2E-3,0.000,823.0E-3,3.925E-3,3.925E-3,3.925E-3,1.250,1.250,1.250,1.250,1.047E-6,1.141E-6,1.149E-6,-3.201E-6,-105.7E-6
1.419E-6,100.0E-3,799.2E-3,0.000,805.2E-3,5.354E-3,5.354E-3,5.354E-3,1.250,1.250,1.250,1.250,1.067E-6,1.146E-6,1.145E-6,-3.273E-6,-105.7E-6
1.421E-6,100.0E-3,799.2E-3,0.000,789.1E-3,6.963E-3,6.963E-3,6.963E-3,1.250,1.250,1.250,1.250,1.081E-6,1.148E-6,1.141E-6,-3.339E-6,-105.7E-6
1.423E-6,100.0E-3,799.2E-3,0.000,772.9E-3,8.911E-3,8.911E-3,8.911E-3,1.250,1.250,1.250,1.250,1.092E-6,1.149E-6,1.139E-6,-3.407E-6,-105.6E-6
1.424E-6,100.0E-3,799.2E-3,0.000,757.2E-3,11.19E-3,11.19E-3,11.19E-3,1.250,1.250,1.250,1.250,1.101E-6,1.148E-6,1.138E-6,-3.476E-6,-105.6E-6
1.426E-6,100.0E-3,799.2E-3,0.000,741.3E-3,13.89E-3,13.89E-3,13.89E-3,1.251,1.251,1.251,1.250,1.108E-6,1.148E-6,1.137E-6,-3.550E-6,-105.6E-6
1.427E-6,100.0E-3,799.2E-3,0.000,725.4E-3,17.08E-3,17.08E-3,17.08E-3,1.251,1.251,1.251,1.250,1.114E-6,1.147E-6,1.136E-6,-3.629E-6,-105.6E-6
1.429E-6,100.0E-3,799.2E-3,0.000,709.3E-3,20.88E-3,20.88E-3,20.88E-3,1.251,1.251,1.251,1.250,1.120E-6,1.147E-6,1.137E-6,-3.716E-6,-105.6E-6
1.431E-6,100.0E-3,799.2E-3,0.000,692.9E-3,25.43E-3,25.43E-3,25.43E-3,1.251,1.251,1.251,1.250,1.125E-6,1.147E-6,1.139E-6,-3.811E-6,-105.6E-6
1.432E-6,100.0E-3,799.2E-3,0.000,676.2E-3,30.96E-3,30.96E-3,30.96E-3,1.251,1.251,1.251,1.250,1.130E-6,1.149E-6,1.143E-6,-3.915E-6,-105.6E-6
1.434E-6,100.0E-3,799.2E-3,0.000,659.1E-3,37.80E-3,37.80E-3,37.80E-3,1.251,1.251,1.251,1.250,1.137E-6,1.155E-6,1.151E-6,-4.032E-6,-105.6E-6
1.436E-6,100.0E-3,799.2E-3,0.000,641.5E-3,46.55E-3,46.55E-3,46.55E-3,1.252,1.252,1.252,1.250,1.150E-6,1.167E-6,1.167E-6,-4.160E-6,-105.6E-6
1.438E-6,100.0E-3,799.2E-3,0.000,623.1E-3,58.42E-3,58.42E-3,58.42E-3,1.252,1.252,1.252,1.250,1.177E-6,1.195E-6,1.201E-6,-4.301E-6,-105.6E-6
1.439E-6,100.0E-3,799.2E-3,0.000,605.9E-3,73.79E-3,73.79E-3,73.79E-3,1.253,1.253,1.253,1.250,1.239E-6,1.261E-6,1.276E-6,-4.420E-6,-105.5E-6
1.441E-6,100.0E-3,799.2E-3,0.000,585.9E-3,103.2E-3,103.2E-3,103.2E-3,1.255,1.255,1.255,1.250,1.458E-6,1.494E-6,1.530E-6,-4.470E-6,-105.3E-6
1.442E-6,100.0E-3,799.2E-3,0.000,579.7E-3,118.4E-3,118.4E-3,118.4E-3,1.257,1.257,1.257,1.250,1.923E-6,1.981E-6,2.054E-6,-4.141E-6,-104.9E-6
1.443E-6,100.0E-3,799.2E-3,0.000,572.2E-3,148.9E-3,148.9E-3,148.9E-3,1.263,1.263,1.263,1.250,3.224E-6,3.343E-6,3.517E-6,-3.110E-6,-103.7E-6
1.443E-6,100.0E-3,799.2E-3,0.000,569.4E-3,167.0E-3,167.0E-3,167.0E-3,1.268,1.268,1.268,1.250,4.656E-6,4.837E-6,5.120E-6,-1.862E-6,-102.3E-6
1.443E-6,100.0E-3,799.2E-3,0.000,566.4E-3,196.0E-3,196.0E-3,196.0E-3,1.277,1.277,1.277,1.250,7.414E-6,7.713E-6,8.207E-6,576.8E-9,-99.68E-6
1.444E-6,100.0E-3,799.2E-3,0.000,563.7E-3,235.1E-3,235.1E-3,235.1E-3,1.290,1.290,1.290,1.250,11.15E-6,11.61E-6,12.40E-6,3.875E-6,-96.12E-6
1.444E-6,100.0E-3,799.2E-3,0.000,561.3E-3,281.1E-3,281.1E-3,281.1E-3,1.306,1.306,1.306,1.250,15.24E-6,15.88E-6,16.98E-6,7.443E-6,-92.24E-6
1.444E-6,100.0E-3,799.2E-3,0.000,558.6E-3,345.3E-3,345.3E-3,345.3E-3,1.330,1.330,1.330,1.250,21.60E-6,22.52E-6,24.11E-6,13.01E-6,-86.19E-6
1.444E-6,100.0E-3,799.2E-3,0.000,557.6E-3,375.2E-3,375.2E-3,375.2E-3,1.346,1.346,1.346,1.250,27.39E-6,28.55E-6,30.56E-6,18.28E-6,-80.66E-6
